AH11,-0.036306524404
BG15,-0.245614543068
BH30,0.239684692758
BH38,-0.11667692342
GHS94,-0.319477908395
INS1,-0.0805175101723
INS2,0.302806351694
INS3,0.350476625023
INS4,-0.103170476
INS4B,-0.282538293667
INS5,-0.10440854688
INS6,0.277273815406
INS6B,0.0187512787196
INS7,-0.0213642648169
INS8,-0.0680959878308
INSH,0.102071502078
IVS74,-0.14808556175
LDE,0.239104040329
LDEBH,-0.205807819239
LDOBH,-0.270379340098
LS9A,-0.255584090164
NOS2,-0.122273618797
OVMS2,-0.271350076063
ROTT,0.299934060355
ROTTBH,-0.0992318810432
SOS3,-0.0926957863442
SOS5,-0.0626142901794
SOS6,0.00918688534968
SOS7,0.162657964973
SOS8,0.19599295855
SOS9,0.319920359391
SS71,-0.256903198697
TMO20,-0.0703833934552
TMO22,0.176759318317
TMO54,0.456656181081
TMO55,-0.177962269647
TMO57,-0.0710473523643
TMO58,0.0438343277536
TMO59,0.475890578612
TMO61,-0.0347017427604
TMO64BH,-0.238757347054
TMO66,0.132729280291
WHS5,-0.0285956187011

