101006402	ABH	P*	20110311	145324.88	LED
101006402	ABH	S*	20110311	145334.93	LED
101006402	ABH	SmS	20110311	145338.77	LED
101006402	BFO	P*	20110311	145326.5	LED
101006402	BFO	S*	20110311	145339.46	LED
101006402	BFO	SmS	20110311	145340.56	LED
101006402	BIW	Sg	20110311	145359.9	LED
101006402	DUP	SmS	20110311	145339.06	LED
101006402	ECH	P	20110311	145330.68	LED
101006402	ECH	Pg	20110311	145331.55	LED
101006402	ECH	Sg	20110311	145346.15	LED
101006402	FACH	Sg	20110311	145349.2	LED
101006402	FSH	Pg	20110311	145330.77	LED
101006402	FSH	PmP	20110311	145331.98	LED
101006402	FSH	SmS	20110311	145348.35	LED
101006402	IMS	P*	20110311	145317.81	LED
101006402	KIZ	P	20110311	145331.73	LED
101006402	KIZ	Sg	20110311	145349.2	LED
101006402	KTD	P*	20110311	145312.85	LED
101006402	KTD	S*	20110311	145315.52	LED
101006402	LANF	P*	20110311	145314.07	LED
101006402	LDAU	P*	20110311	145311.98	LED
101006402	OPP	P*	20110311	145322.49	LED
101006402	OPP	PmP	20110311	145324.15	LED
101006402	OPP	S*	20110311	145334.03	LED
101006402	OPP	SmS	20110311	145335.31	LED
101006402	PEB	P*	20110311	145313.62	LED
101006402	RIVT	P*	20110311	145328.4	LED
101006402	RIVT	PmP	20110311	145329.46	LED
101006402	RIVT	SmS	20110311	145344.29	LED
101006402	RUP	Pg	20110311	145325.59	LED
101006402	RUP	PmP	20110311	145327.45	LED
101006402	SWS	P*	20110311	145320.43	LED
101006402	SWS	SmS	20110311	145331.44	LED
101006402	THEF	Pg	20110311	145340.35	LED
101006402	THEF	Sg	20110311	145401.96	LED
101006402	TNS	Pg	20110311	145330.61	LED
101006402	TNS	Sg	20110311	145346.69	LED
101006402	TOD	P*	20110311	145324.26	LED
101006402	TOD	PmP	20110311	145324.78	LED
101006402	TOD	SmS	20110311	145335.77	LED
101006402	WLS	P*	20110311	145326.35	LED
101006402	WLS	S*	20110311	145338.81	LED
101007158	ABH	P*	20110929	175536.68	LED
101007158	ABH	S*	20110929	175547.01	LED
101007158	BFO	PmP	20110929	175540.44	LED
101007158	BUCH	Pg	20110929	175542.56	LED
101007158	BUCH	Sg	20110929	175558.05	LED
101007158	FACH	Pg	20110929	175544.19	LED
101007158	FSH	Pg	20110929	175542.9	LED
101007158	FSH	S	20110929	175557.5	LED
101007158	GUT	Pg	20110929	175546.17	LED
101007158	GUT	Sg	20110929	175603.5	LED
101007158	IMS	P*	20110929	175529.54	LED
101007158	IMS	S*	20110929	175535.54	LED
101007158	KIZ	Pg	20110929	175544.88	LED
101007158	KIZ	S	20110929	175559.87	LED
101007158	KIZ	Sg	20110929	175601.96	LED
101007158	KTD	P*	20110929	175524.18	LED
101007158	KTD	S*	20110929	175526.41	LED
101007158	LANF	P*	20110929	175527.03	LED
101007158	LANF	S*	20110929	175531.12	LED
101007158	LBG	P*	20110929	175534.61	LED
101007158	LBG	SmS	20110929	175546.9	LED
101007158	LDAU	P*	20110929	175522.05	LED
101007158	LDAU	S*	20110929	175523.47	LED
101007158	OPP	PmP	20110929	175536.14	LED
101007158	OPP	S*	20110929	175544.08	LED
101007158	OPP	SmS	20110929	175546.56	LED
101007158	PEB	P*	20110929	175527.1	LED
101007158	PEB	S*	20110929	175531.47	LED
101007158	RIVT	S*	20110929	175555.12	LED
101007158	RIVT	SmS	20110929	175556.9	LED
101007158	SIND	Sg	20110929	175553.84	LED
101007158	SWS	P*	20110929	175530.72	LED
101007158	SWS	S*	20110929	175537.3	LED
101007158	TNS	P*	20110929	175541.99	LED
101007158	TNS	S*	20110929	175556.68	LED
101007158	TOD	P*	20110929	175534.2	LED
101007158	TOD	S*	20110929	175541.23	LED
101007159	BFO	P*	20110929	174718.78	LED
101007159	BFO	PmP	20110929	174719.53	LED
101007159	BFO	S*	20110929	174730.4	LED
101007159	BFO	SmS	20110929	174731.8	LED
101007159	BUCH	Sg	20110929	174738.18	LED
101007159	ECH	Sg	20110929	174740.1	LED
101007159	KTD	S*	20110929	174706.51	LED
101007159	LDAU	P*	20110929	174702.19	LED
101007159	LDAU	S*	20110929	174703.63	LED
101007159	OPP	P*	20110929	174715.09	LED
101007159	OPP	PmP	20110929	174716.26	LED
101007159	OPP	S*	20110929	174724.7	LED
101007159	OPP	SmS	20110929	174726.87	LED
101007159	PEB	P*	20110929	174707.6	LED
101007159	PEB	S*	20110929	174711.62	LED
101007159	SIND	S*	20110929	174733.95	LED
101007159	SWS	S*	20110929	174717.66	LED
101007159	TOD	P*	20110929	174714.33	LED
101007159	TOD	S*	20110929	174723.32	LED
101007190	ABH	PmP	20111009	120714.91	LED
101007190	BFO	P*	20111009	120716.45	LED
101007190	BFO	PmP	20111009	120716.76	LED
101007190	BFO	S*	20111009	120728.94	LED
101007190	KTD	P*	20111009	120701.86	LED
101007190	KTD	S*	20111009	120704.66	LED
101007190	LBG	SmS	20111009	120724.58	LED
101007190	LDAU	P*	20111009	120700.18	LED
101007190	LDAU	S*	20111009	120701.61	LED
101007190	OPP	P*	20111009	120712.53	LED
101007190	OPP	PmP	20111009	120713.77	LED
